"born_CH","since","male","kids","unemployed","refugee","married","percent_novotes_rounded","origin_region","application_decade","age","education","local_language","integration_level","skill_level"
0,22.0000004768372,0,1,0,1,0,29,"Asian Countries","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","middle"
1,20.9999990463257,0,0,0,0,0,48,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,NA
1,20,0,0,0,0,0,29,"Southern Europe","1990s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,1,0,1,1,58,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"high"
0,13.9999997615814,1,1,0,0,1,47,"Former Yugoslavia and Turkey","1980s","21–40 years","low",NA,"assimilated","middle"
0,16.0000002384186,1,1,0,1,1,42,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,1,1,0,0,1,64,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
0,12.0000004768372,0,0,0,0,0,39,"Norther & Western Europe","1980s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,20,1,1,0,0,1,49,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect","assimilated","low"
0,17.0000004768372,1,1,0,0,1,61,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
0,32.0000004768372,0,1,0,0,1,57,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,25,1,1,0,0,1,47,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","middle"
1,20.9999990463257,1,0,0,0,0,55,"Norther & Western Europe","1990s","21–40 years","low",NA,"familiar with Swiss customs and traditions",NA
1,22.0000004768372,0,0,0,0,0,32,"Norther & Western Europe","1990s","21–40 years","low",NA,"familiar with Swiss customs and traditions","high"
0,8.99999976158142,1,0,0,0,0,40,"Norther & Western Europe","2000s","21–40 years","low",NA,NA,"high"
0,16.0000002384186,1,1,0,0,1,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,0,0,0,0,60,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
0,15,0,1,0,1,1,44,"Asian Countries","1990s","21–40 years",NA,"good","assimilated",NA
0,12.9999995231628,1,1,0,0,1,42,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"middle"
0,29.0000009536743,1,0,0,1,0,47,"Central & Eastern Europe","1980s","41–60 years",NA,NA,"familiar with Swiss customs and traditions","low"
0,15,1,1,0,1,1,38,"Asian Countries","1990s","41–60 years","low","good","familiar with Swiss customs and traditions","low"
0,13.9999997615814,1,1,0,0,1,47,"Norther & Western Europe","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","middle"
0,30.9999990463257,0,1,0,0,1,64,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,1,0,0,1,26,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,NA,"middle"
0,17.9999995231628,1,1,0,0,1,58,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","low"
0,41.9999980926514,1,0,0,0,0,43,"Norther & Western Europe","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","middle"
1,20,0,0,0,0,0,28,"Asian Countries","2000s",NA,"low",NA,"familiar with Swiss customs and traditions","high"
1,17.9999995231628,0,0,0,0,0,28,"Southern Europe","2000s",NA,"low",NA,"familiar with Swiss customs and traditions","high"
1,20.9999990463257,1,0,0,0,0,37,"Norther & Western Europe","1980s","21–40 years","low",NA,"familiar with Swiss customs and traditions",NA
0,8.99999976158142,1,0,0,0,0,40,"Central & Eastern Europe","1970s","21–40 years","low",NA,"familiar with Swiss customs and traditions",NA
1,17.9999995231628,0,0,0,0,0,28,"Asian Countries","2000s",NA,"low",NA,"familiar with Swiss customs and traditions","high"
1,16.0000002384186,1,0,0,0,0,42,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,13.9999997615814,1,1,0,0,1,52,"Southern Europe","1980s","21–40 years","low",NA,"familiar with Swiss customs and traditions","low"
0,13.9999997615814,0,0,0,1,0,52,"Asian Countries","1990s","21–40 years","low","perfect","assimilated","high"
0,13.9999997615814,1,0,0,0,0,61,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
1,16.0000002384186,1,0,0,0,0,59,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"familiar with Swiss customs and traditions","high"
1,22.9999995231628,0,0,0,0,0,37,"Norther & Western Europe","1980s","21–40 years","low",NA,"familiar with Swiss customs and traditions",NA
0,16.0000002384186,1,1,0,0,1,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","low"
0,13.9999997615814,1,1,0,1,1,53,"Asian Countries","1990s","41–60 years","low","good","familiar with Swiss customs and traditions","low"
1,15,1,0,0,0,0,35,"Norther & Western Europe","1980s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
1,18.9999997615814,1,0,0,0,0,21,"Southern Europe","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,1,0,1,1,52,"Asian Countries","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
0,17.9999995231628,1,1,0,0,1,62,"Former Yugoslavia and Turkey","2000s","41–60 years","low","sufficient","familiar with Swiss customs and traditions","low"
0,11.0000002384186,0,0,0,0,0,56,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,10,1,0,0,0,0,50,"Former Yugoslavia and Turkey","1980s","21–40 years",NA,NA,NA,"low"
1,17.9999995231628,1,0,0,0,0,44,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"familiar with Swiss customs and traditions","low"
0,18.9999997615814,1,0,0,0,0,40,"Norther & Western Europe","2000s","21–40 years","low",NA,NA,"middle"
0,13.9999997615814,0,1,0,1,1,55,"Asian Countries","1990s","21–40 years",NA,"good","assimilated",NA
1,24.0000009536743,1,0,0,0,0,41,"Norther & Western Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
1,20.9999990463257,1,0,0,0,0,29,"Southern Europe","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","low"
0,10,0,0,0,1,0,53,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"highly integrated",NA
0,17.9999995231628,1,1,0,0,1,50,"Former Yugoslavia and Turkey","1980s","21–40 years","low",NA,NA,"middle"
0,22.9999995231628,0,0,0,0,0,43,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"familiar with Swiss customs and traditions","high"
1,15,1,0,0,0,0,56,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,27.9999995231628,1,0,0,1,0,58,"Central & Eastern Europe","1980s","41–60 years","low",NA,"assimilated","low"
0,17.0000004768372,1,1,0,0,1,59,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect","assimilated","low"
1,17.9999995231628,1,0,0,0,0,55,"Norther & Western Europe","1990s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,15,1,1,0,0,1,59,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","low"
0,11.0000002384186,1,0,0,0,0,38,"Norther & Western Europe","1980s",NA,"low",NA,"familiar with Swiss customs and traditions",NA
0,20,1,1,0,0,1,49,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"low"
1,17.9999995231628,0,0,0,0,0,33,"Other Non-European Countries","2000s",NA,"low",NA,NA,NA
0,30.9999990463257,1,1,0,0,1,44,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,10,1,0,0,0,1,21,"Norther & Western Europe","2000s","21–40 years","low",NA,NA,"high"
0,24.0000009536743,1,1,0,0,1,77,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,NA
1,20.9999990463257,0,0,0,0,0,61,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,30.9999990463257,1,0,0,0,0,55,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,NA
1,20,1,0,0,0,0,34,"Southern Europe","2000s",NA,"low",NA,NA,"high"
0,25,0,0,0,0,0,19,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
1,35,0,1,0,0,1,26,"Southern Europe","1990s","21–40 years","low","perfect","assimilated","high"
0,16.0000002384186,1,1,0,0,1,53,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,12.9999995231628,0,0,0,0,0,67,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,13.9999997615814,1,0,0,0,0,53,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,22.0000004768372,1,1,0,0,1,52,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,NA
0,17.9999995231628,0,1,0,0,1,28,"Asian Countries","2000s","41–60 years","low",NA,NA,"high"
1,18.9999997615814,1,0,0,0,0,66,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,18.9999997615814,1,1,0,0,1,56,"Former Yugoslavia and Turkey","1990s","41–60 years","low","good","assimilated","low"
0,45,1,0,0,0,0,24,"Norther & Western Europe","2000s","60+ years","low",NA,NA,NA
0,12.9999995231628,1,0,0,0,0,42,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,16.0000002384186,1,1,0,0,1,48,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,17.9999995231628,1,1,0,0,1,53,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,24.0000009536743,0,0,0,0,0,55,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,NA
1,25.9999990463257,0,0,0,0,0,20,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,27.9999995231628,1,1,0,0,1,83,"Former Yugoslavia and Turkey","2000s","41–60 years","low","insufficient",NA,"low"
1,37.9999995231628,1,0,0,0,0,26,"Southern Europe","2000s","21–40 years","low",NA,NA,"middle"
1,43.0000019073486,0,0,0,0,0,18,"Southern Europe","2000s","41–60 years","low",NA,NA,"high"
0,16.0000002384186,1,1,0,0,1,42,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
1,15,1,0,0,0,0,32,"Asian Countries","2000s",NA,"low",NA,NA,NA
1,32.0000004768372,1,0,0,0,0,30,"Southern Europe","2000s","21–40 years","low",NA,NA,"low"
0,37.9999995231628,1,1,0,0,1,20,"Southern Europe","2000s","60+ years","low",NA,NA,NA
1,35,0,1,0,0,1,29,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,20.9999990463257,1,1,0,0,1,54,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"high"
0,22.9999995231628,1,0,0,0,1,84,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"insufficient",NA,"low"
1,46.9999980926514,1,1,0,0,1,21,"Southern Europe","2000s","21–40 years",NA,NA,NA,"low"
1,12.0000004768372,1,0,0,0,0,52,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,13.9999997615814,0,0,0,0,0,40,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,30,1,1,1,0,1,81,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,NA
0,22.0000004768372,0,1,0,0,1,64,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,18.9999997615814,1,0,0,0,0,42,"Former Yugoslavia and Turkey","2000s",NA,NA,NA,NA,"high"
0,30.9999990463257,1,1,0,0,1,52,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,13.9999997615814,0,0,0,0,1,57,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"middle"
1,20.9999990463257,1,0,0,0,0,41,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,12.9999995231628,1,0,0,0,0,56,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,NA
0,37.9999995231628,0,0,0,0,0,36,"Southern Europe","2000s","60+ years","low",NA,NA,NA
1,16.0000002384186,1,0,0,0,0,56,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,30.9999990463257,0,1,0,0,0,22,"Southern Europe","2000s","41–60 years","low",NA,NA,"high"
0,32.0000004768372,1,0,0,0,1,67,"Southern Europe","2000s","41–60 years",NA,"insufficient",NA,"low"
0,17.9999995231628,1,1,0,0,1,60,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect","assimilated","middle"
0,18.9999997615814,1,1,0,0,1,63,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
1,27.0000004768372,1,0,0,0,0,30,"Southern Europe","2000s","21–40 years",NA,NA,NA,"low"
0,18.9999997615814,1,1,0,0,1,60,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"high"
0,22.0000004768372,1,1,0,0,1,63,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,NA,NA,"low"
0,12.9999995231628,0,0,0,0,0,67,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,10,1,0,0,0,0,53,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,12.0000004768372,0,0,0,0,0,52,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,12.0000004768372,0,0,0,0,0,64,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
1,12.9999995231628,0,0,0,0,0,23,"Southern Europe","1990s",NA,"low","perfect","assimilated",NA
0,20,1,1,0,0,1,62,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,17.9999995231628,1,1,0,0,1,38,"Asian Countries","2000s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,0,0,0,0,62,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
0,44.0000009536743,1,0,0,0,0,55,"Central & Eastern Europe","2000s","60+ years","low",NA,NA,NA
0,15,0,0,0,0,0,20,"Southern Europe","2000s",NA,"low",NA,NA,"high"
0,18.9999997615814,1,0,0,0,0,30,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
1,18.9999997615814,0,0,0,0,0,26,"Southern Europe","2000s",NA,"low",NA,NA,NA
0,8.99999976158142,1,0,0,0,0,68,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,20,1,0,0,0,0,43,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"low"
1,15,0,0,0,0,0,44,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,NA
1,17.9999995231628,0,0,0,0,0,19,"Southern Europe","2000s",NA,"low",NA,NA,NA
0,17.0000004768372,0,0,0,0,0,32,"Asian Countries","2000s",NA,"low",NA,NA,NA
0,15,0,1,0,0,1,69,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,NA
0,22.9999995231628,1,1,0,0,1,88,"Former Yugoslavia and Turkey","2000s","41–60 years","low","insufficient",NA,"low"
1,22.0000004768372,1,0,0,0,0,25,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,8.99999976158142,0,0,1,0,1,72,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
1,20,0,0,0,0,0,40,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,37.9999995231628,1,1,0,0,1,31,"Southern Europe","2000s","41–60 years","low",NA,NA,"low"
0,25,0,1,0,0,NA,41,"Asian Countries","2000s","21–40 years","low",NA,NA,NA
1,15,1,0,0,0,0,29,"Southern Europe","2000s",NA,"low",NA,NA,NA
0,17.9999995231628,0,0,0,0,0,30,"Southern Europe","2000s","21–40 years","low",NA,NA,"high"
0,29.0000009536743,1,1,1,0,1,68,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,17.0000004768372,1,1,0,0,1,53,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"high"
0,27.0000004768372,1,1,0,0,1,59,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
1,39.0000009536743,0,1,0,0,1,37,"Southern Europe","2000s","21–40 years","low",NA,NA,NA
0,12.9999995231628,1,0,0,0,0,51,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,1,0,0,0,1,50,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,17.9999995231628,1,1,0,0,1,54,"Central & Eastern Europe","2000s","41–60 years","low",NA,NA,"middle"
0,20,1,1,0,0,1,40,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,16.0000002384186,1,1,0,0,1,65,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,18.9999997615814,1,1,NA,NA,1,20,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,"integrated","low"
0,15,0,0,NA,NA,NA,2,"Norther & Western Europe","1990s","21–40 years","low","perfect","assimilated","high"
1,NA,0,0,NA,NA,0,3,"Southern Europe","1990s","21–40 years","low","perfect","assimilated",NA
0,NA,0,1,NA,NA,NA,2,"Southern Europe","2000s","41–60 years",NA,NA,NA,NA
0,10,0,0,NA,NA,0,21,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,1,1,NA,NA,1,17,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,12.0000004768372,1,0,NA,0,0,50,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"assimilated","low"
1,NA,0,0,NA,0,0,17,"Norther & Western Europe","1980s",NA,"low","perfect","highly assimilated",NA
0,17.9999995231628,1,1,NA,0,1,51,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated","low"
0,30,1,1,NA,0,1,56,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
0,44.0000009536743,0,0,NA,0,0,27,"Norther & Western Europe","2000s","41–60 years","low",NA,"assimilated","high"
0,10,1,0,NA,0,0,46,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"assimilated",NA
0,16.0000002384186,0,0,NA,0,0,49,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","high"
0,20.9999990463257,1,0,NA,0,1,30,"Norther & Western Europe","1980s","41–60 years","low",NA,"highly assimilated","high"
0,16.0000002384186,0,0,NA,0,0,49,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","high"
0,20,0,0,NA,0,0,33,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated","high"
0,8.99999976158142,1,0,NA,0,0,37,"Asian Countries","2000s","21–40 years","low",NA,"assimilated","low"
1,NA,0,0,NA,0,0,26,"Norther & Western Europe","1980s","21–40 years","low",NA,"assimilated",NA
0,17.0000004768372,1,1,NA,0,1,46,"Central & Eastern Europe","1990s","41–60 years","low",NA,"assimilated","low"
0,27.9999995231628,1,0,NA,0,1,54,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
0,NA,1,0,NA,0,0,39,"Norther & Western Europe","1990s",NA,"low",NA,"assimilated",NA
0,18.9999997615814,1,0,NA,0,0,35,"Norther & Western Europe","2000s","21–40 years","low",NA,"assimilated",NA
0,16.0000002384186,0,0,NA,0,0,49,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"assimilated","high"
0,16.0000002384186,1,0,NA,0,1,47,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"assimilated","high"
0,12.9999995231628,1,1,NA,0,1,35,"Norther & Western Europe","1980s","60+ years","low",NA,"assimilated",NA
0,16.0000002384186,1,0,NA,0,0,40,"Norther & Western Europe","1980s","41–60 years","low",NA,"assimilated","high"
0,17.9999995231628,1,1,NA,0,1,52,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated","low"
1,NA,1,0,0,0,0,28,"Norther & Western Europe","1980s",NA,"low",NA,"highly assimilated","low"
1,NA,1,1,NA,0,0,37,"Southern Europe","1980s","21–40 years","low",NA,"highly assimilated","low"
0,11.0000002384186,1,0,NA,0,0,53,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated","high"
1,NA,1,0,NA,0,1,52,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","high"
0,12.0000004768372,1,0,NA,0,0,50,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated",NA
0,22.0000004768372,1,0,NA,0,1,44,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,"integrated","low"
0,10,1,0,NA,0,0,57,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"assimilated","low"
0,22.9999995231628,1,1,NA,0,1,26,"Norther & Western Europe","1980s","41–60 years","low","perfect","assimilated","low"
0,8.00000011920929,1,0,NA,0,0,22,"Norther & Western Europe","1980s","21–40 years","low",NA,"assimilated",NA
0,20,1,1,NA,0,1,58,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
1,NA,0,0,NA,0,0,41,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"assimilated","high"
0,22.9999995231628,0,0,NA,0,0,30,"Norther & Western Europe","2000s","21–40 years","low",NA,"assimilated","high"
0,20.9999990463257,1,1,NA,0,1,33,"Norther & Western Europe","2000s","60+ years","low",NA,"assimilated",NA
0,18.9999997615814,1,1,NA,0,1,28,"Norther & Western Europe","2000s","60+ years","low","perfect","assimilated",NA
0,12.9999995231628,1,0,NA,0,1,38,"Norther & Western Europe","1970s","21–40 years","low","perfect","assimilated","high"
0,17.0000004768372,0,0,NA,0,0,52,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","integrated","high"
0,10,1,0,NA,0,0,56,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"assimilated","high"
0,20.9999990463257,1,1,NA,0,1,45,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
0,32.0000004768372,1,1,NA,0,1,27,"Norther & Western Europe","1980s","41–60 years","low",NA,"assimilated","low"
0,17.0000004768372,1,1,NA,0,1,51,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated",NA
0,18.9999997615814,0,0,NA,0,0,53,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"assimilated","high"
0,16.0000002384186,0,0,NA,0,0,49,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","high"
0,17.9999995231628,1,1,NA,0,1,50,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"assimilated","low"
1,NA,1,1,NA,0,1,45,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"assimilated","high"
0,27.0000004768372,1,0,NA,0,1,58,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
0,30.9999990463257,1,1,NA,0,1,31,"Norther & Western Europe","1980s","41–60 years","low","perfect","assimilated","high"
0,17.0000004768372,1,1,NA,0,1,52,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"assimilated","low"
0,24.0000009536743,1,1,NA,0,1,46,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,"assimilated",NA
0,16.0000002384186,1,0,NA,0,0,32,"Norther & Western Europe","1980s","21–40 years","low","perfect","highly assimilated","high"
0,12.9999995231628,1,0,0,1,1,46,"Asian Countries","1990s","21–40 years","low",NA,"assimilated","low"
1,27.0000004768372,1,0,0,0,0,27,"Southern Europe","2000s","21–40 years","low",NA,"integrated","high"
1,32.0000004768372,1,0,0,0,0,43,"Southern Europe","1990s","21–40 years","low",NA,"integrated",NA
0,15,0,1,0,1,0,40,"Asian Countries","1990s","60+ years","low",NA,"integrated",NA
1,20,0,0,0,0,0,48,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
1,17.0000004768372,1,0,0,0,0,33,"Southern Europe","1990s",NA,"low","perfect","indistinguishable from Swiss",NA
